"RecordID","WatershedID","City","State","Location","Date","Watershed.Years","ShortLU","LandUse","Tillage","CP1","CP2","CP3","DST","ShortST","D.SoilType","H.SoilGroup","MinSoilP","MaxSoilP","SoilP.Extractant","MinSlope","MaxSlope","MinSize","MaxSize","FertilizerForm1","F.AppMethod1","FertilizerForm2","F.AppMethod2","Max.N.Applied","Min.N.Applied","Avg.N.Applied","Max.P.Applied","Min.P.Applied","Avg.P.Applied","Max.rain","Min.rain","Avg.rain","Max.Runoff","Min.Runoff","Avg.Runoff","Max.SoilL","Min.SoilL","Avg.SoilL","MaxDN","MinDN","AvgDN","DN.Form","MaxPN","MinPN","AvgPN","PN.Form","MaxTNLoad","MinTNLoad","AvgTNLoad","TN.Form","MaxDP","MinDP","AvgDP","DP.Form","MaxPP","MinPP","AvgPP","PP.Form","MaxTPLoad","MinTPLoad","AvgTPLoad","FormTP","FlowIndicator","Comments","Reference","Ref","CPs"
159,"3 (3 Watersheds)","Knox County, MO","MO","40,"1996",3,"Corn","Corn","No Till","Contour Farming","Waterway",NA,"Loamy","SIlt Loam","Silt Loam, Loam- Putnam, Kilwinning, Armstrong","B",47,54,NA,0.9,2.1,1.65,4.44,NA,"Other2",NA,NA,NA,NA,59,0,0,0,888,888,888,277,277,277,NA,NA,NA,NA,NA,30,"NO3-N",NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.7,1.8,NA,"Surface Runoff","Total N, P est from figure.  Two articles were combined: Udawatta, R.P, P.P. Motavalli, H.E. Garrett, and J.J. Krstansky. 2006. Nitrogen Losses in Runoff from Three Adjacent Agricultural Watersheds with Claypan Soils. Agric. Ecosystems Environ. 117:39-48.","Udawatta, R.P, P.P. Motavalli, and H.E. Garrett. 2004. Phosphorus Loss and Runoff Characteristics in Three Adjacent Agricultural Watersheds with Claypan Soils. J. Environ. Qual. 33: 1709-1719.",45,2
86,"Normal Year- SUR","Baton Rouge, LA","LA",NA,"April 1, 1996 - March 31, 1997",4,"Corn","Corn","Conservation",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Commerce","C",NA,NA,NA,0.2,0.2,0.21,0.21,"NH4NO3","Injected",NA,NA,NA,NA,224,NA,NA,NA,NA,NA,1520,NA,NA,422,NA,NA,NA,NA,NA,8.6,"NO3-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff",NA,"Grigg, B.C., L.M. Southwick, J.L. Fouss, and T.S. Kornecki. 2004. Climate Impacts on Nitrate Loss in Drainage Waters from a Southern Alluvial Soil. Transactions of the ASAE 47(2): 445-451.",12,0
97,"W2","Treynor, IA","IA",NA,"1969 - 1971",3,"Corn","Corn","Conventional","Contour Farming","Waterway",NA,"Loamy","Silt Loam","Silt Loam- Marshall, Monona, Ida, Napier","B",NA,NA,NA,2,18,33.6,33.6,"Anhydrous Ammonia","Injected","P","Incorporated",NA,NA,168,39,39,39,801,737,774,98,46,68,29500,2370,16600,NA,NA,1.89,"NO3+NH4-N",NA,NA,23.16,"TKN",NA,NA,25.05,NA,0.19,0.05,0.11,NA,1.1,0.16,0.58,NA,1.29,0.26,0.69,NA,"Surface Runoff","Two Articles Were Combined:  Schuman, G.E., R.G. Spomer, and R.F. Piest. 1973. Phosphorus Losses from Four Agricultural Watersheds on Missouri Valley Loess. Soil Sci. Soc. Amer. Proc. 37: 424-427.","Schuman, G.E., R.E. Burwell, R.F. Piest, and R.G. Spomer. 1973. Nitrogen Losses in Surface Runoff from Agricultural Watersheds on Missouri Valley Loess. J. Environ. Qual. 2(2): 299-302.",33,2
137,"NT","Howard County, MD","MD",NA,"1980 - 1982",3,"Corn","Corn (Barley Winter Cover)","No Till",NA,NA,NA,"Loamy","Loam","Loam- Manor","B",87,87,NA,7,7,0.26,0.26,"30-0-0","Surface Applied","6-24-24","Surface Applied",NA,NA,67,108,108,108,317,156,243,1,0.4,0.8,94,2,34,NA,NA,0.06,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.12,NA,0.03,0,0.01,NA,NA,NA,NA,NA,0.03,0.01,0.02,NA,"Surface Runoff","During and prior to 1977, both watersheds received an annual fall application of manure.","Angle, J.S., G. McClung, M.S. McIntosh, P.M. Thomas, and D.C. Wolf. 1984. Nutrient Losses in Runoff from Conventional and No-Till Corn Watersheds. J. Environ. Qual. 13(3): 431-435.",3,0
45,"Uniform Rate Field","Temple, TX","TX",NA,"March 15, 1999 - March 14, 2001",2,"Corn","Corn (No Winter Cover Crop)","Conservation","Terrace","Waterway",NA,"Clayey","Clay","Clay- Houston Black, Ferris, Heiden","B",NA,NA,NA,3,3,5.7,5.7,"11-37-0","Surface Applied","32-0-0","Injected",NA,NA,135,39,39,39,765,461,613,125,13,69,765,446,606,NA,NA,2.51,"NO3+NH4-N",NA,NA,0.91,"TKN",NA,NA,3.42,NA,0.13,0.04,0.09,"PO4-P",0.39,0.2,0.29,"TKP",0.52,0.24,0.38,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, A.L. Kenimer, and S.W. Searcy. 2004. Runoff Water Quality Impact of Variable Rate Sidedress Nitrogen Application. Precision Agriculture 5: 247-261.",13,2
46,"Variable Rate Field","Temple, TX","TX",NA,"March 15, 1999 - March 14, 2001",2,"Corn","Corn (No Winter Cover Crop)","Conservation","Terrace","Waterway",NA,"Clayey","Clay","Clay- Houston Black, Ferris, Heiden","B",NA,NA,NA,3,3,9.1,9.1,"11-37-0","Surface Applied","32-0-0","Injected",NA,NA,127,39,39,39,765,461,613,158,13,86,449,167,308,NA,NA,4.72,"NO3+NH4-N",NA,NA,0.42,"TKN",NA,NA,5.12,NA,0.15,0.03,0.09,"PO4-P",0.22,0.08,0.15,"TKP",0.37,0.11,0.24,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, A.L. Kenimer, and S.W. Searcy. 2004. Runoff Water Quality Impact of Variable Rate Sidedress Nitrogen Application. Precision Agriculture 5: 247-261.",13,2
236,"P4","Watkinsville, GA","GA",NA,"2 Years",2,"Corn","Corn (Rye Winter Cover Crop)","Conventional","Terrace","Waterway",NA,"Sandy","Sandy Loam","Sandy loam- Cecil","B",NA,NA,NA,NA,NA,NA,NA,NA,"Incorporated",NA,NA,NA,NA,NA,NA,NA,50,NA,NA,1400,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,"PO4-P",NA,NA,1.09,NA,NA,NA,1.39,NA,"Surface Runoff",NA,"Langdale, G.W., R.A. Leonard, and A.W. Thomas. 1985. Conservation Practice Effects on Phosphorus Losses from Southern Piedmont Watersheds. J. Soil Water Conserv. Jan-Feb 1985:157-161.",21,2
83,"GCPES","Tifton, GA","GA",NA,"1969 - 1971",3,"Corn","Corn (Tile Drains)","Conventional",NA,NA,NA,"Sandy","Loamy Sand","Loamy Sand- Cowarts","A",NA,NA,NA,3.2,3.2,0.34,0.34,"4-12-12","Incorporated","UAN","Surface Applied",NA,NA,204,108,108,108,1379,1178,1304,101,73,91,NA,NA,NA,NA,NA,0.3,"NO3-N (See Comments)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Drainage","On average, 34.6 kg/ha/yr NO3-N lost in drainage.","Jackson, W.A., L.E. Asmussen, E.W. Hauser, and A.W. White. 1973. Nitrate in Surface and Subsurface Flow from a Small Agricultural Watershed. J. Environ. Qual. 2(4): 480-482.",17,0
58,"NT","Ontario, Canada","Ontario",NA,"1989 - 1991",6,"Corn","Corn (Tile Drains)","No Till",NA,NA,NA,"Loamy","Clay Loam","Clay Loam- Brookston","B, D",NA,NA,NA,NA,NA,0.1,0.1,"8-32-16","Other","NH4NO3","Surface Applied",NA,NA,179,NA,NA,42,872,561,714,74,7,37,NA,NA,NA,NA,NA,3,"NO3+NH4-N (See Comments)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Drainage","On average, 17 kg/ha/yr NO3-N lost in drainage.","Drury, C.F., D.J. McKenney, W.I. Findlay, and J.D. Gaynor. 1993. Influence of Tillage on Nitrate Loss in Surface Runoff and Tile Drainage. Soil Sci. Soc. Am. J.  57: 797-802.",9,0
57,"CT","Ontario, Canada","Ontario",NA,"1989 - 1991",6,"Corn","Corn (Tile Drains)","Conventional",NA,NA,NA,"Loamy","Clay Loam","Clay Loam- Brookston","B, D",NA,NA,NA,NA,NA,0.1,0.1,"8-32-16","Other","NH4NO3","Surface Applied",NA,NA,179,NA,NA,42,872,561,714,62,9,32,NA,NA,NA,NA,NA,1.6,"NO3+NH4-N (See Comments)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Drainage","On average, 24 kg/ha/yr NO3-N lost in drainage.","Drury, C.F., D.J. McKenney, W.I. Findlay, and J.D. Gaynor. 1993. Influence of Tillage on Nitrate Loss in Surface Runoff and Tile Drainage. Soil Sci. Soc. Am. J.  57: 797-802.",9,0
210,"MP+U","Lamberton, MN","MN","44.2,"May 1999 - August 2002",12,"Corn","Corn (Tile Drains)","Conventional",NA,NA,NA,"Loamy","Clay Loam","Clay Loam- Webster, Canisteo","C",7.1,20,"Olsen",3.75,3.75,0.017,0.017,"Urea","Incorporated","Triple Phosphate","Incorporated",NA,NA,159,34,0,20,860,520,660,78,30,45,2845,753,1645,NA,NA,1.31,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.15,"Dissolved Molybdate P",NA,NA,NA,NA,4.1,0.9,1.83,"Percholoric Acid digestion","Surface Runoff & Drainage","Tile drains contributed an additional 40-315mm/yr of flow and 7-30.2 kg/ha/yr of NO3+NH4-N.  N applied presented as available N, not total.  Flow and nutrient loss were not separated for each treatment.","Thoma, D.P., S.C. Gupta, J.S. Strock, and J.F. Moncrief. 2005. Tillage and Nutrient Source Effects on Water Quality and Corn Grain Yield from a Flat Landscape. 34:1102-1111.",43,0
87,"Normal Year- DCD (Deep Control Drainage)","Baton Rouge, LA","LA",NA,"April 1, 1996 - March 31, 1997",4,"Corn","Corn (Tile Drains)","Conservation",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Commerce","C",NA,NA,NA,0.2,0.2,0.21,0.21,"NH4NO3","Injected",NA,NA,NA,NA,224,NA,NA,NA,NA,NA,1520,NA,NA,463,NA,NA,NA,NA,NA,5.7,"NO3-N (See Comments)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Drainage","9.2 kg/ha NO3-N lost in drainage.","Grigg, B.C., L.M. Southwick, J.L. Fouss, and T.S. Kornecki. 2004. Climate Impacts on Nitrate Loss in Drainage Waters from a Southern Alluvial Soil. Transactions of the ASAE 47(2): 445-451.",12,0
211,"CH+M","Lamberton, MN","MN","44.2,"May 1999 - August 2002",12,"Corn","Corn (Tile Drains)","Conservation",NA,NA,NA,"Loamy","Clay Loam","Clay Loam- Webster, Canisteo","C",22,36.5,"Olsen",2.25,2.25,0.017,0.017,"Liquid Hog Manure","Injected",NA,NA,NA,NA,97,72,11,43,860,520,660,78,30,45,2845,753,1645,NA,NA,1.31,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.15,"Dissolved Molybdate P",NA,NA,NA,NA,4.1,0.9,1.83,"Percholoric Acid digestion","Surface Runoff & Drainage","Tile drains contributed an additional 40-315mm/yr of flow and 7-30.2 kg/ha/yr of NO3+NH4-N.  N applied presented as available N, not total.  Flow and nutrient loss were not separated for each treatment.","Thoma, D.P., S.C. Gupta, J.S. Strock, and J.F. Moncrief. 2005. Tillage and Nutrient Source Effects on Water Quality and Corn Grain Yield from a Flat Landscape. 34:1102-1111.",43,0
212,"CH+U","Lamberton, MN","MN","44.2,"May 1999 - August 2002",12,"Corn","Corn (Tile Drains)","Conservation",NA,NA,NA,"Loamy","Clay Loam","Clay Loam- Webster, Canisteo","C",5.8,20.3,"Olsen",2.25,2.25,0.017,0.017,"Urea","Incorporated","Triple Phosphate","Incorporated",NA,NA,159,34,0,20,860,520,660,78,30,45,2845,753,1645,NA,NA,1.31,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.15,"Dissolved Molybdate P",NA,NA,NA,NA,4.1,0.9,1.83,"Percholoric Acid digestion","Surface Runoff & Drainage","Tile drains contributed an additional 40-315mm/yr of flow and 7-30.2 kg/ha/yr of NO3+NH4-N.  N applied presented as available N, not total.  Flow and nutrient loss were not separated for each treatment.","Thoma, D.P., S.C. Gupta, J.S. Strock, and J.F. Moncrief. 2005. Tillage and Nutrient Source Effects on Water Quality and Corn Grain Yield from a Flat Landscape. 34:1102-1111.",43,0
59,"RT","Ontario, Canada","Ontario",NA,"1989 - 1991",6,"Corn","Corn (Tile Drains)","Conventional",NA,NA,NA,"Loamy","Clay Loam","Clay Loam- Brookston","B, D",NA,NA,NA,NA,NA,0.1,0.1,"8-32-16","Other","NH4NO3","Surface Applied",NA,NA,179,NA,NA,42,872,561,714,90,14,47,NA,NA,NA,NA,NA,3.45,"NO3+NH4-N (See Comments)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Drainage","On average, 17 kg/ha/yr NO3-N lost in drainage.","Drury, C.F., D.J. McKenney, W.I. Findlay, and J.D. Gaynor. 1993. Influence of Tillage on Nitrate Loss in Surface Runoff and Tile Drainage. Soil Sci. Soc. Am. J.  57: 797-802.",9,0
209,"MP+M","Lamberton, MN","MN","44.2,"May 1999 - August 2002",12,"Corn","Corn (Tile Drains)","Conventional",NA,NA,NA,"Loamy","Clay Loam","Clay Loam- Webster, Canisteo","C",17.3,29,"Olsen",3.75,3.75,0.017,0.017,"Liquid Hog Manure","Injected",NA,NA,NA,NA,97,72,11,43,860,520,660,78,30,45,2845,753,1645,NA,NA,1.31,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.15,"Dissolved Molybdate P",NA,NA,NA,NA,4.1,0.9,1.83,"Percholoric Acid digestion","Surface Runoff & Drainage","Tile drains contributed an additional 40-315mm/yr of flow and 7-30.2 kg/ha/yr of NO3+NH4-N.  N applied presented as available N, not total.  Flow and nutrient loss were not separated for each treatment.","Thoma, D.P., S.C. Gupta, J.S. Strock, and J.F. Moncrief. 2005. Tillage and Nutrient Source Effects on Water Quality and Corn Grain Yield from a Flat Landscape. 34:1102-1111.",43,0
89,"Drought Year- DCD (Deep Control Drainage)","Baton Rouge, LA","LA",NA,"April 1, 1999 - March 31, 2000",4,"Corn","Corn (Tile Drains)","Conservation",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Commerce","C",NA,NA,NA,0.2,0.2,0.21,0.21,"NH4NO3","Injected",NA,NA,NA,NA,224,NA,NA,NA,NA,NA,957,NA,NA,72,NA,NA,NA,NA,NA,1.4,"NO3-N (See Comments)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Drainage","18.0 kg/ha NO3-N lost in drainage.","Grigg, B.C., L.M. Southwick, J.L. Fouss, and T.S. Kornecki. 2004. Climate Impacts on Nitrate Loss in Drainage Waters from a Southern Alluvial Soil. Transactions of the ASAE 47(2): 445-451.",12,0
113,"Broiler Litter (9)","Belle Mina, AL","AL","34,"March 1991 - March 1993",4,"Corn","Corn (Winter Rye Cover Crop)","Conventional",NA,NA,NA,"Clayey","Silty Clay","Silty Clay- Decatur","B",NA,NA,NA,4,4,0.1,0.1,"Broiler Litter","Incorporated",NA,NA,NA,NA,312,220,220,220,NA,NA,NA,NA,NA,NA,776,193,485,NA,NA,3.96,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,3.23,"TKN",0.48,0.48,0.48,NA,0.64,0.38,0.51,NA,1.12,0.86,0.99,NA,"Surface Runoff",NA,"Wood, B.H., C.W. Wood, K.H. Yoo, K.S. Yoon, and D.P. Delaney. 1999. Seasonal Surface Runoff Losses of Nutrients and Metals from Soils Fertilized with Broiler Litter and Commercial Fertilizer. J. Environ. Qual. 28: 1210-1218.",51,0
114,"Broiler Litter (18)","Belle Mina, AL","AL","34,"March 1991 - March 1993",4,"Corn","Corn (Winter Rye Cover Crop)","Conventional",NA,NA,NA,"Clayey","Silty Clay","Silty Clay- Decatur","B",NA,NA,NA,4,4,0.1,0.1,"Broiler Litter","Incorporated",NA,NA,NA,NA,624,440,440,440,NA,NA,NA,NA,NA,NA,2315,129,1222,NA,NA,9.18,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,6.38,"TKN",1.7,1.23,1.47,NA,1.42,0.48,0.95,NA,3.12,1.71,2.42,NA,"Surface Runoff",NA,"Wood, B.H., C.W. Wood, K.H. Yoo, K.S. Yoon, and D.P. Delaney. 1999. Seasonal Surface Runoff Losses of Nutrients and Metals from Soils Fertilized with Broiler Litter and Commercial Fertilizer. J. Environ. Qual. 28: 1210-1218.",51,0
112,"Commercial","Belle Mina, AL","AL","34,"March 1991 - March 1993",4,"Corn","Corn (Winter Rye Cover Crop)","Conventional",NA,NA,NA,"Clayey","Silty Clay","Silty Clay- Decatur","B",NA,NA,NA,4,4,0.1,0.1,"NH4NO3","Incorporated","Triple Super Phosphate","Incorporated",NA,NA,157,22,22,22,NA,NA,NA,NA,NA,NA,916,415,666,NA,NA,6.52,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,2.74,"TKN",0.29,0.23,0.26,NA,0.63,0.55,0.59,NA,0.92,0.77,0.85,NA,"Surface Runoff",NA,"Wood, B.H., C.W. Wood, K.H. Yoo, K.S. Yoon, and D.P. Delaney. 1999. Seasonal Surface Runoff Losses of Nutrients and Metals from Soils Fertilized with Broiler Litter and Commercial Fertilizer. J. Environ. Qual. 28: 1210-1218.",51,0
216,"N-SIL","Holly Springs, MS","MS",NA,"Oct 1974 - Sept 1976",4,"Corn","Corn for Silage","No Till",NA,NA,NA,"Loamy","Silt Loam","Silt loam- Providence","C",NA,NA,NA,5,5,0.01,0.01,"NH4NO3, Superphosphate","Injected","Urea","Surface Applied",NA,NA,175,30,15,24,1424,1299,1362,320,197,259,850,640,750,NA,NA,5.6,"NO3+NH4-N",NA,NA,4.8,"TKN",NA,NA,10.4,NA,0.8,0.7,0.8,"Colorimetric",1.3,1,1.2,NA,2,1.8,2,NA,"Surface Runoff","Fallow in 1977 water year (October - September)","McDowell, L.L. and K.C. McGregor. 1984. Plant Nutrient Losses in Runoff from Conservation Tillage Corn. Soil Tillage Res. 4:79-91.",24,0
207,"CP","Agassiz, British Columbia, Canada","Canada","49,"May 1996 - May 1998",4,"Corn","Corn for Silage","Conservation",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Fairfield",NA,NA,NA,NA,3,5,0.01,0.013,"Liquid Dairy Manure","Incorporated","Liquid Dairy Manure","Surface Applied",NA,NA,238,73,60,67,NA,NA,NA,540,316,428,10200,7800,9000,NA,NA,8.56,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,98.5,"TKN",NA,NA,NA,NA,NA,NA,NA,NA,24.7,17.7,21.2,"ICP","Surface Runoff",NA,"Van Vliet, L.J.P., B.J. Zebarth, and G. Derksen. 2002. Effect of Fall-Applied Manure Practices on Runoff, Sediment, and Nutrient Surface Transport from Silage Corn in South Coastal British Columbia. Can. J. Soil Sci. 82:445-456.",47,0
206,"CT","Agassiz, British Columbia, Canada","Canada","49,"May 1996 - May 1998",4,"Corn","Corn for Silage","Conservation",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Fairfield",NA,NA,NA,NA,3,5,0.01,0.013,"Liquid Dairy Manure","Incorporated",NA,NA,NA,NA,130,41,33,37,NA,NA,NA,542,310,426,14200,7700,11000,NA,NA,3.1,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,35.3,"TKN",NA,NA,NA,NA,NA,NA,NA,NA,11,7.6,9.3,"ICP","Surface Runoff",NA,"Van Vliet, L.J.P., B.J. Zebarth, and G. Derksen. 2002. Effect of Fall-Applied Manure Practices on Runoff, Sediment, and Nutrient Surface Transport from Silage Corn in South Coastal British Columbia. Can. J. Soil Sci. 82:445-456.",47,0
213,"C-SIL","Holly Springs, MS","MS",NA,"Oct 1974 - Sept 1977",6,"Corn","Corn for Silage","Conventional",NA,NA,NA,"Loamy","Silt Loam","Silt loam- Providence","C",NA,NA,NA,5,5,0.01,0.01,"NH4NO3, Superphosphate","Injected","Urea","Surface Applied",NA,NA,167,30,23,27,1424,994,1239,534,290,408,29890,17540,24060,NA,NA,3,"NO3+NH4-N",NA,NA,44.8,"TKN",NA,NA,47.8,NA,0.2,0,0.1,"Colorimetric",21.7,13,17.4,NA,21.8,13,17.5,NA,"Surface Runoff",NA,"McDowell, L.L. and K.C. McGregor. 1984. Plant Nutrient Losses in Runoff from Conservation Tillage Corn. Soil Tillage Res. 4:79-91.",24,0
208,"RC","Agassiz, British Columbia, Canada","Canada","49,"May 1996 - May 1998",4,"Corn","Corn for Silage (with Italian ryegrass relay/cover crop)","Conservation",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Fairfield",NA,NA,NA,NA,3,5,0.01,0.013,"Liquid Dairy Manure","Incorporated","Liquid Dairy Manure","Surface Applied",NA,NA,238,73,60,67,NA,NA,NA,271,128,200,2700,1900,2300,NA,NA,5.42,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,43.5,"TKN",NA,NA,NA,NA,NA,NA,NA,NA,16.3,8.3,12.3,"ICP","Surface Runoff",NA,"Van Vliet, L.J.P., B.J. Zebarth, and G. Derksen. 2002. Effect of Fall-Applied Manure Practices on Runoff, Sediment, and Nutrient Surface Transport from Silage Corn in South Coastal British Columbia. Can. J. Soil Sci. 82:445-456.",47,0
149,"3 Yr. Corn","Tifton, GA","GA",NA,"1952 - 1960",6,"Corn","Corn with Oats Cover Yrs. (3 Yr. Rotation of Peanuts (Rye Cover), Corn (Oats Cover), Oats/Rye","Conventional",NA,NA,NA,"Sandy","Loamy Sand","Loamy Sand- Tifton","A",NA,NA,NA,3,3,0.02,0.02,NA,"Other2",NA,NA,NA,NA,119,NA,NA,41,1545,591,1107,NA,NA,NA,NA,NA,2510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff",NA,"Thomas, A.W., R.L. Carter, and J.R. Carreker. 1968. Soil, Water, and Nutrient Losses from Tifton Loamy Sand. Transactions of the ASAE 11:677-679, 682.",44,0
153,"4 Yr. Corn","Tifton, GA","GA",NA,"1952 - 1960",4,"Corn","Corn Yrs. (4 Yr. Rotation of Bahiagrass/Clover (2 yr.), Corn, Peanuts)","Conventional",NA,NA,NA,"Sandy","Loamy Sand","Loamy Sand- Tifton","A",NA,NA,NA,3,3,0.02,0.02,NA,"Other2",NA,NA,NA,NA,82,NA,NA,21,1545,591,1107,NA,NA,NA,NA,NA,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff",NA,"Thomas, A.W., R.L. Carter, and J.R. Carreker. 1968. Soil, Water, and Nutrient Losses from Tifton Loamy Sand. Transactions of the ASAE 11:677-679, 682.",44,0
155,"East (Control)","Knox County, MO","MO","40,"1998 - 2000",3,"Rotation","Corn, Soybean (2 Yr. Rotation)","Conservation","Waterway",NA,NA,"Loamy","SIlt Loam","Silt Loam, Loam- Putnam, Kilwinning, Armstrong","B",NA,NA,NA,2.1,2.1,1.65,1.65,NA,"Other2",NA,NA,NA,NA,107,50,0,33,1397,778,987,NA,NA,NA,NA,NA,67,NA,NA,2.4,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Surface Runoff",NA,"Udawatta, R.P., J.J. Krstansky, G.S. Henderson, and H.E. Garrett. 2002. Agroforestry Practices, Runoff, and Nutrient Loss: A Paired Watershed Comparison. J. Environ. Qual. 31: 1214-1225.",46,1
136,"NT-CS","Holly Springs, MS","MS",NA,"October 1972 - September 1974",2,"Rotation","Corn, Soybean (2 Yr. Rotation)","No Till",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Providence","C",NA,NA,NA,5,5,0.01,0.01,"P","Injected","NH4NO3","Surface Applied",NA,NA,136,20,20,20,1690,1180,1435,662,348,505,2800,1000,1900,NA,NA,13.8,"NO3+NH4-N",NA,NA,6,"* TKN",NA,NA,NA,NA,2.1,0.7,1.4,"PO4-P",NA,NA,2.1,"*",NA,NA,NA,NA,"Surface Runoff","* Sediment N and P were only tested for in the 1973 water year. All annual nutrient loss values estimated from figures.","McDowell, L.L., and K.C. McGregor. 1980. Nitrogen and Phosphorus Losses in Runoff from No-Till Soybeans. Transactions of the ASAE 23: 643-648.",25,0
156,"West (Contour Strips)","Knox County, MO","MO","40,"1998 - 2000",3,"Rotation","Corn, Soybean (2 Yr. Rotation)","Conservation","Waterway","Contour Farming","Filter Strip","Loamy","SIlt Loam","Silt Loam, Loam- Putnam, Kilwinning, Armstrong","B",NA,NA,NA,0.9,0.9,3.16,3.16,NA,"Other2",NA,NA,NA,NA,107,50,0,33,1397,778,987,NA,NA,NA,NA,NA,81,NA,NA,1.9,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,"Surface Runoff",NA,"Udawatta, R.P., J.J. Krstansky, G.S. Henderson, and H.E. Garrett. 2002. Agroforestry Practices, Runoff, and Nutrient Loss: A Paired Watershed Comparison. J. Environ. Qual. 31: 1214-1225.",46,3
161,"No Buffer (3 Plots)","Story County, IA","IA","42,"May 1997 - November 1998",6,"Rotation","Corn, Soybean Rotation","Conservation",NA,NA,NA,"Loamy","Loam","Loam- Clarion","B",NA,NA,NA,8,8,0.009,0.009,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,NA,872,738,805,NA,NA,7,NA,NA,414,NA,NA,0.06,"NO3-N",NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,0.03,"PO4-P",NA,NA,NA,NA,NA,NA,0.14,NA,"Surface Runoff",NA,"Lee, K.H., T.M. Isenhart, and R.C. Schultz. 2003. Sediment and Nutrient Removal in an Established Multi-Species Riparian Buffer. J. Soil Water Conserv. 58(1): 1-8.",22,0
163,"Switchgrass/Woody (3 Plots)","Story County, IA","IA","42,"May 1997 - November 1998",6,"Rotation","Corn, Soybean Rotation","Conservation","Filter Strip","Riparian Buffer",NA,"Loamy","Loam","Loam- Clarion, Coland","B",NA,NA,NA,8,8,0.016,0.016,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,NA,872,738,805,NA,NA,1,NA,NA,12,NA,NA,0.01,"NO3-N",NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,0.01,"PO4-P",NA,NA,NA,NA,NA,NA,0.01,NA,"Surface Runoff",NA,"Lee, K.H., T.M. Isenhart, and R.C. Schultz. 2003. Sediment and Nutrient Removal in an Established Multi-Species Riparian Buffer. J. Soil Water Conserv. 58(1): 1-8.",22,2
